Level,IdRoot,ParentId,Ten,Ma
2,349,35,Duy Tiên,349
3,11494,311,Gia Minh,11494
3,31177,918,An Thới,31177
3,25789,720,Định An,25789
3,14827,381,Hà Lan,14827
3,14428,372,Văn Phong,14428
3,17494,425,Diễn Lộc,17494
3,10291,280,Đại Thắng,10291
3,508,17,Hải Bối,508
3,23714,626,HNol,23714
3,11452,307,Tràng Minh,11452
3,15835,398,Thiệu Lý,15835
3,18895,450,Thuận Đức,18895
3,21472,534,Phổ Cường,21472
3,571,18,Dương Xá,571
3,28915,838,Phước Mỹ Trung,28915
3,2860,85,Lầu Thí Ngài,2860
3,11287,300,Thanh Giang,11287
3,10732,292,An Phụ,10732
3,24136,643,Tân Lợi,24136
3,16432,380,Đông Tân,16432
3,21304,529,Sơn Linh,21304
3,30709,894,Định Thành,30709
3,30031,871,Phú Thọ,30031
3,715,26,Lũng Cú,715
3,10435,281,Lưu Hoàng,10435
3,3356,100,Pom Lót,3356
3,24746,667,Đắk Ngo,24746
3,23485,614,Đắk Tơ Lung,23485
3,21061,524,Bình Trị,21061
3,17647,427,Hòa Sơn,17647
3,16327,404,Vạn Hòa,16327
3,9115,252,Vĩnh Sơn,9115
3,8794,246,Xuân Hòa,8794
3,12694,340,Đông Phương,12694
3,1276,40,Tân Giang,1276
3,25291,692,Lộc Quang,25291
3,14389,372,Gia Lâm,14389
3,4993,153,Hùng Tiến,4993
3,20602,508,Duy Thu,20602
3,31135,916,Tân An,31135
3,30451,888,Phú Hưng,30451
3,21922,549,Nhơn Hậu,21922
3,22033,555,5,22033
3,29341,846,Tiểu Cần,29341
3,3970,122,Tân Phong,3970
3,29023,834,Hưng Phong,29023
3,724,26,Lũng Táo,724
2,611,62,Ngọc Hồi,611
3,2854,85,Tả Củ Tỷ,2854
3,10075,277,Hoàng Văn Thụ,10075
3,11950,323,Lam Sơn,11950
2,572,56,Thị xã Ninh Hòa,572
3,11923,317,Đồng Bài,11923
3,21205,527,Tịnh Bắc,21205
3,1978,63,Sĩ Bình,1978
3,10279,280,Phượng Dực,10279
3,4972,152,Tiến Sơn,4972
3,10231,279,Nguyễn Trãi,10231
3,10015,277,Chúc Sơn,10015
2,111,12,Tân Uyên,111
3,28702,824,Tân Hòa,28702
3,2833,84,Lử Thẩn,2833
3,4477,137,Kim Nọi,4477
3,25051,679,Gia Bắc,25051
3,4651,140,Sơn Lương,4651
3,14554,374,Ninh Vân,14554
3,17374,424,Phúc Sơn,17374
3,16948,419,Nghĩa Lạc,16948
3,25138,682,Quảng Trị,25138
2,751,77,Xuyên Mộc,751
3,7804,222,Vân Hà,7804
3,12748,340,Đông Kinh,12748
3,8656,238,Yên Sơn,8656
3,29773,863,Tân Hưng,29773
3,8611,238,Văn Miếu,8611
3,23684,626,Đăk Krong,23684
3,6400,186,Yên Thịnh,6400
3,10156,278,Kim An,10156
3,8674,239,Thanh Thủy,8674
3,7198,207,Thanh Lân,7198
3,19768,474,Phú Hòa,19768
3,12238,330,Dân Tiến,12238
3,19795,474,Trường An,19795
3,10399,281,Minh Đức,10399
3,4090,124,Chiềng Khoi,4090
3,30613,892,Hòa Bình Thạnh,30613
2,902,91,Kiên Lương,902
3,3421,106,Bản Hon,3421
3,19666,469,Triệu Trung,19666
2,907,91,Gò Quao,907
3,13873,360,Yên Lộc,13873
3,12265,330,Chí Tân,12265
3,26674,752,Phước Tỉnh,26674
3,20137,482,Lộc Vĩnh,20137
3,25072,680,Lộc Ngãi,25072
3,25849,721,Hòa Lợi,25849
3,17896,429,Nghi Trường,17896
3,14650,376,Như Hòa,14650
3,20579,507,Điện Nam Trung,20579
3,19900,478,Thuận An,19900
3,5809,171,Cù Vân,5809
3,22573,572,Ninh Phụng,22573
3,454,17,Đông Anh,454
3,23954,633,Kông HTok,23954
3,18247,440,Liên Minh,18247
3,31711,947,Ngọc Đông,31711
2,769,79,Quận 2,769
3,20146,482,Lộc Thủy,20146
3,10993,296,Thái Hòa,10993
3,5869,172,Hồng Tiến,5869
3,17344,424,Đỉnh Sơn,17344
3,11191,299,Hoàng Hanh,11191
3,31042,909,Vân Khánh,31042
3,6769,195,Cẩm Đông,6769
3,9883,274,Vân Côn,9883
3,9190,256,Võ Cường,9190
3,2638,80,Lào Cai,2638
3,21724,544,Ân Tường Đông,21724
3,18082,436,Đại Nài,18082
3,16663,412,Đông Vĩnh,16663
3,18463,443,Gia Hanh,18463
3,26017,731,Tam Hiệp,26017
3,7357,216,Liên Chung,7357
3,30883,905,Mong Thọ A,30883
2,26,2,Đồng Văn,26
3,24529,654,Vụ Bổn,24529
3,7111,205,Hồng Thái Đông,7111
3,21310,529,Sơn Trung,21310
3,27481,778,Tân Quy,27481
3,16270,403,Phúc Đường,16270
3,27646,786,Phước Kiển,27646
3,26554,748,Phước Nguyên,26554
3,10834,294,Thanh Lang,10834
3,1252,35,Hương Sơn,1252
3,16744,415,Đồng Văn,16744
3,22351,568,Phương Sài,22351
3,6961,201,Quảng Điền,6961
3,9565,268,Kiến Hưng,9565
3,7099,205,Nguyễn Huệ,7099
3,13021,342,Tây Giang,13021
3,14821,381,Đông Sơn,14821
3,17347,424,Hùng Sơn,17347
3,30950,906,Ngọc Hoà,30950
3,26713,754,Phước Hoà,26713
3,22255,562,Phú Thứ,22255
3,25924,723,Phú Chánh,25924
3,8608,240,Long Cốc,8608
3,29785,863,Tân Lược,29785
3,29392,847,Song Lộc,29392
3,9619,271,Tây Đằng,9619
3,6850,198,Tình Húc,6850
3,19426,464,Vĩnh Ô,19426
3,9061,251,Trung Kiên,9061
3,24139,643,Thành Công,24139
4,9696969696,27151,Nguyễn Đình Chiểu,P5-1
3,20651,509,Hương An,20651
3,4285,133,Trung Tâm,4285
3,6088,181,Quang Trung,6088
2,967,96,Thới Bình,967
3,26170,735,Vĩnh An,26170
3,13540,352,An Nội,13540
3,14314,366,Hải Triều,14314
3,5980,178,Đông Kinh,5980
3,14302,366,Hải Ninh,14302
3,304,8,Vĩnh Hưng,304
3,29086,835,Bình Thới,29086
3,16492,406,Quảng Trung,16492
3,25439,697,Quang Minh,25439
3,17476,425,Diễn Cát,17476
3,4141,125,Chiềng Nơi,4141
1,19,NULL,Thái Nguyên,19
3,21334,530,Sơn Mùa,21334
3,14977,386,Văn Nho,14977
3,21502,535,Ba Liên,21502
3,30604,892,Vĩnh Bình,30604
3,1516,47,Trung Phúc,1516
3,27460,777,An Lạc,27460
3,11062,297,Quang Minh,11062
3,14860,384,Quang Chiểu,14860
3,29791,863,Thành Đông,29791
3,30607,892,Bình Hòa,30607
3,3910,122,Quang Huy,3910
3,25978,725,Hưng Định,25978
3,22792,584,Phước Tiến,22792
3,14329,369,Vân Giang,14329
3,11587,312,Đại Bản,11587
3,29941,869,Tân Thành B,29941
3,24661,662,Trúc Sơn,24661
3,31903,958,Châu Hưng A,31903
3,24561,657,Dray Bhăng,24561
2,593,60,Phan Thiết,593
3,5074,159,Thanh Nông,5074
3,29425,848,Mỹ Long Nam,29425
3,21994,551,Vân Canh,21994
2,24,2,Hà Giang,24
3,7297,216,Cao Thượng,7297
3,19819,476,Phong Điền,19819
3,10882,294,Thanh Cường,10882
3,21148,526,Trà Khê,21148
3,25220,688,Long Phước,25220
3,16738,415,Kim Sơn,16738
3,8626,240,Vinh Tiền,8626
3,4411,136,Xuân Tầm,4411
3,4606,139,Pá Hu,4606
3,14065,363,Trực Thuận,14065
3,15664,397,Triệu Sơn,15664
2,689,70,Thị xã Đồng Xoài,689
3,5230,156,Piềng Vế,5230
3,2071,64,Nghĩa Tá,2071
3,1879,60,Cổ Linh,1879
3,21532,535,Ba Lế,21532
3,24322,644,Đoàn Kết,24322
3,13591,353,Đức Lý,13591
3,10219,279,Tự Nhiên,10219
3,7555,219,Biên Sơn,7555
3,31339,930,Hoả Tiến,31339
3,16414,405,Đông Thịnh,16414
3,18337,441,Hương Điền,18337
3,26329,739,Sông Nhạn,26329
3,8416,235,Hiền Đa,8416
3,10138,278,Tam Hưng,10138
3,30994,908,Nam Yên,30994
2,870,87,Hồng Ngự,870
3,5536,167,Chợ Chu,5536
3,24280,648,Ea KPam,24280
3,29677,859,Thanh Bình,29677
3,10501,282,Hợp Thanh,10501
3,27769,797,Vĩnh Trị,27769
3,3793,119,Bon Phặng,3793
3,10192,279,Duyên Thái,10192
3,17119,421,Quỳnh Tân,17119
3,25282,692,Lộc Hiệp,25282
3,22456,570,Cam Hiệp Nam,22456
3,30094,873,Phương Trà,30094
3,7615,220,An Châu,7615
3,22480,569,Cam Thịnh Đông,22480
3,20503,506,Đại Sơn,20503
3,11851,316,Hùng Tiến,11851
3,24952,677,Tu Tra,24952
3,7591,219,Đồng Cốc,7591
3,31492,936,Lương Tâm,31492
3,26587,750,Sơn Bình,26587
3,32095,968,Trần Văn Thời,32095
3,4657,140,Suối Giàng,4657
3,32108,968,Khánh Lộc,32108
3,23840,630,Đắk Kơ Ning,23840
3,21400,533,Mộ Đức,21400
3,28981,833,Hương Mỹ,28981
3,10681,292,Thất Hùng,10681
3,5977,178,Vĩnh Trại,5977
3,15721,397,Đồng Lợi,15721
3,7813,223,Đồng Tân,7813
3,28768,829,5,28768
3,13228,344,Minh Khai,13228
3,20647,509,Quế Xuân 2,20647
3,9142,252,Tam Phúc,9142
3,7732,221,Nham Sơn,7732
3,7834,223,Thái Sơn,7834
3,16936,418,Tam Hợp,16936
3,20794,513,Bình Dương,20794
3,10429,281,Phù Lưu,10429
3,24611,660,Nghĩa Đức,24611
3,24943,677,Ka Đô,24943
3,26680,753,Đất Đỏ,26680
3,2602,76,Đông Lợi,2602
3,3605,111,Trung Đồng,3605
3,16396,380,Đông Lĩnh,16396
3,5524,165,Vinh Sơn,5524
3,29422,848,Mỹ Long Bắc,29422
3,7288,215,Phồn Xương,7288
3,25345,694,Tân Hưng,25345
3,19687,470,Hải Ba,19687
3,27400,776,Phường 11,27400
3,11998,325,Việt Hưng,11998
3,13612,353,Nhân Nghĩa,13612
3,20314,495,Hòa Xuân,20314
3,25540,706,Thạnh Đông,25540
3,676,20,Vạn Phúc,676
3,15838,398,Thiệu Vận,15838
3,2962,87,Xuân Hoà,2962
3,24401,651,Cư Prông,24401
3,30316,884,Châu Phú B,30316
3,12775,340,Đông Động,12775
3,4591,139,Pá Lau,4591
3,1081,32,Hồ Thầu,1081
3,8278,233,Phù Ninh,8278
3,25,1,Ngọc Khánh,25
3,26062,731,Tân Hạnh,26062
2,923,92,Thốt Nốt,923
3,29929,869,Tân Hộ Cơ,29929
3,13066,342,Nam Hưng,13066
3,24466,653,Hòa Lễ,24466
3,29065,835,Vang Quới Tây,29065
3,10561,290,Hưng Đạo,10561
3,12034,326,Long Hưng,12034
3,11095,298,Tứ Xuyên,11095
3,5710,164,Đồng Bẩm,5710
3,9952,275,Đông Yên,9952
3,17203,421,Quỳnh Nghĩa,17203
3,7540,219,Xa Lý,7540
3,21583,540,Lê Lợi,21583
3,4030,123,Đông Sang,4030
3,5896,172,Đông Cao,5896
3,19024,454,Quảng Châu,19024
3,16771,415,Quang Phong,16771
3,6550,188,Hữu Khánh,6550
3,21346,530,Sơn Lập,21346
3,17371,424,Thạch Sơn,17371
3,30836,903,Sơn Bình,30836
3,24493,654,KRông Búk,24493
3,3433,107,Mường Tè,3433
2,184,20,Văn Quan,184
3,15184,390,Cẩm Vân,15184
3,31165,917,Trường Lạc,31165
3,10240,279,Tân Minh,10240
3,1900,61,Cao Thượng,1900
3,3709,118,Mường Sại,3709
3,8911,248,Hợp Châu,8911
3,22099,558,Xuân Sơn Bắc,22099
3,15547,395,Xuân Bái,15547
3,8464,236,Tam Cường,8464
3,9007,250,Tiến Thịnh,9007
3,18499,444,Phương Mỹ,18499
3,23410,617,Măng Ri,23410
3,6637,189,Châu Sơn,6637
3,24664,663,Đắk Mil,24664
3,25591,708,Phước Vinh,25591
3,20425,503,Cẩm Kim,20425
3,7975,230,Nghinh Xuyên,7975
3,23638,625,KBang,23638
3,5257,156,Mai Hịch,5257
2,458,44,Thị xã Ba Đồn,458
3,14548,374,Ninh Hải,14548
3,31297,927,Trường Xuân A,31297
3,21730,545,Phù Mỹ,21730
3,18877,450,Bắc Nghĩa,18877
3,25333,690,Thanh Lương,25333
3,2941,86,Phố Lu,2941
2,768,79,Phú Nhuận,768
3,5227,156,Bao La,5227
3,17566,426,Xuân Thành,17566
3,24997,678,Ninh Loan,24997
2,296,30,Bình Giang,296
3,3544,108,Nậm Cuổi,3544
3,28099,805,Bình Tịnh,28099
3,21085,524,Bình Minh,21085
3,1198,34,Việt Hồng,1198
3,160,5,Nghĩa Tân,160
3,29449,848,Trường Thọ,29449
3,5122,154,Yên Lập,5122
3,23077,597,Hàm Phú,23077
3,22036,555,7,22036
3,19033,454,Quảng Tùng,19033
3,18199,439,Sơn Kim 2,18199
3,7798,222,Ninh Sơn,7798
3,30652,893,Mỹ Hiệp,30652
3,5749,170,Phương Giao,5749
3,3151,95,Na Lay,3151
3,26848,763,Phước Long B,26848
3,11089,298,Ngọc Kỳ,11089
3,7411,217,Tân Thanh,7411
3,7594,219,Tân Lập,7594
3,28408,819,Mỹ Đức Tây,28408
3,18229,440,Đức Thọ,18229
3,17821,428,Thanh Xuân,17821
2,842,84,Trà Vinh,842
3,32227,972,Tân Hưng Tây,32227
3,22594,572,Ninh Hà,22594
3,52,2,Hàng Bồ,52
2,316,31,Vĩnh Bảo,316
3,2515,70,Lưỡng Vượng,2515
3,23773,628,Ia Khai,23773
1,70,NULL,Bình Phước,70
3,7300,216,Nhã Nam,7300
3,1852,58,Nông Thượng,1852
3,9574,269,Lê Lợi,9574
3,10861,294,Thanh Thủy,10861
3,31231,924,Thanh An,31231
2,703,72,Tây Ninh,703
3,4912,151,Mông Hóa,4912
3,14245,366,Hải Phúc,14245
3,9784,273,Phùng,9784
3,19815,474,An Đông,19815
3,10729,292,Thượng Quận,10729
3,14545,374,Ninh Xuân,14545
3,25325,690,Phú Thịnh,25325
3,21853,548,Ngô Mây,21853
3,24217,646,Ea Rốk,24217
3,12751,340,Đông Hợp,12751
3,11659,313,Tân Dân,11659
3,12064,327,Ngọc Long,12064
3,5875,172,Đắc Sơn,5875
3,12016,325,Lạc Hồng,12016
3,23047,596,Bình Tân,23047
3,8389,235,Xương Thịnh,8389
3,24328,644,Ea Drông,24328
3,602,21,Đức Thắng,602
3,31591,944,Mỹ Hương,31591
3,6787,195,Cẩm Thạch,6787
3,20749,511,Phước Lộc,20749
3,22996,595,Chí Công,22996
2,637,64,Krông Pa,637
3,19144,455,Hải Trạch,19144
3,15370,393,Vĩnh Minh,15370
3,9799,273,Liên Hồng,9799
3,20044,481,A Lưới,20044
3,15442,394,Yên Lạc,15442
3,20968,517,Tam Xuân I,20968
3,15196,391,Thạch Lâm,15196
3,24883,676,Phi Tô,24883
3,10372,281,Cao Thành,10372
2,557,54,Thị xã Sông Cầu,557
3,3865,121,Xín Vàng,3865
3,24427,652,Krông Jing,24427
3,3583,109,Khổng Lào,3583
3,241,7,Nguyễn Du,241
3,9433,262,Xuân Lâm,9433
3,8068,231,Lệnh Khanh,8068
3,20702,510,Tà Pơơ,20702
3,10243,279,Lê Lợi,10243
3,15094,389,Ngọc Sơn,15094
3,23683,626,Đăk Sơmei,23683
3,7483,218,Cương Sơn,7483
3,9979,276,Dị Nậu,9979
3,28672,823,Thạnh Trị,28672
3,16453,406,Quảng Đức,16453
3,5413,159,Khoan Dụ,5413
3,30115,873,Mỹ Long,30115
3,15154,390,Cẩm Tú,15154
3,24736,667,Quảng Trực,24736
3,17938,430,Nam Thanh,17938
3,3177,96,Huổi Lếnh,3177
3,8677,239,Sơn Thủy,8677
3,20563,507,Điện Ngọc,20563
3,7144,206,Sông Khoai,7144
3,11893,316,Tiền Phong,11893
3,7345,216,Song Vân,7345
3,12814,340,Đông Huy,12814
3,9637,271,Châu Sơn,9637
3,29029,834,Tân Hào,29029
3,8116,231,Chuế Lưu,8116
3,13093,343,Hồng Thái,13093
3,26131,734,Tà Lài,26131
3,4732,141,Tân Nguyên,4732
3,18736,446,Cẩm Thịnh,18736
1,58,NULL,Ninh Thuận,58
3,24508,654,Ea Yông,24508
3,18295,440,Đức Lập,18295
3,9442,262,Nguyệt Đức,9442
3,10831,294,Thanh An,10831
2,761,79,Quận 12,761
3,1711,51,Bình Dương,1711
3,21676,543,Hoài Hải,21676
3,23932,632,Ia Lâu,23932
3,19858,476,Phong An,19858
4,9696969696,27121,Lý Chính Thắng,P8-6
4,9696969696,27124,Đoàn Công Bửu,P7-15
3,21055,524,Bình Nguyên,21055
3,9613,269,Sơn Đông,9613
2,968,96,Trần Văn Thời,968
3,6232,183,Công Sơn,6232
3,15199,391,Thạch Quảng,15199
3,25831,719,Hưng Hòa,25831
3,29983,870,Long Khánh B,29983
3,1084,32,Nam Sơn,1084
3,22417,569,Cam Lộc,22417
3,23128,598,Hàm Cường,23128
3,3724,119,Phỏng Lái,3724
3,19762,474,Thuận Hòa,19762
2,151,17,Kỳ Sơn,151
2,914,91,Giang Thành,914
3,20083,481,Nhâm,20083
3,25243,698,Bình Tân,25243
3,17149,421,Quỳnh Tam,17149
3,14029,363,Phương Định,14029
3,12166,329,Xuân Trúc,12166
3,14980,386,Thiết Ống,14980
3,19957,478,Vinh Hà,19957
3,13879,360,Yên Đồng,13879
3,28957,833,An Định,28957
3,18349,442,Nghi Xuân,18349
3,15151,390,Cẩm Bình,15151
3,31885,957,Phong Thạnh Tây A,31885
3,3616,111,Pắc Ta,3616
2,194,22,Móng Cái,194
3,11785,315,Đoàn Lập,11785
3,2719,82,Mường Vi,2719
3,11902,316,Cao Minh,11902
3,3217,98,Tủa Chùa,3217
3,16675,412,Hưng Dũng,16675
3,25390,695,Đồng Tiến,25390
3,24559,655,Ea Na,24559
3,8845,246,Văn Quán,8845
3,17404,425,Diễn Hoàng,17404
3,31585,942,Thiện Mỹ,31585
3,13846,360,Yên Phong,13846
3,31744,948,Long Bình,31744
3,31207,923,Thốt Nốt,31207
3,4099,124,Phiêng Khoài,4099
3,28885,832,Long Thới,28885
3,12433,336,Lê Hồng Phong,12433
3,4870,150,Trung Thành,4870
3,1330,43,Cô Ba,1330
3,17212,421,Sơn Hải,17212
3,4561,138,Bảo Hưng,4561
3,2935,86,Trì Quang,2935
3,466,17,Nguyên Khê,466
3,23806,629,Đăk Djrăng,23806
3,20710,510,Tà Bhinh,20710
3,23059,597,Ma Lâm,23059
3,32116,968,Khánh Bình Đông,32116
3,24928,677,D'Ran,24928
3,5950,173,Úc Kỳ,5950
3,24682,663,Thuận An,24682
3,18619,445,Thạch Trị,18619
3,12598,339,Dân Chủ,12598
3,30568,891,Lương An Trà,30568
3,27523,783,Trung An,27523
2,292,30,Kinh Môn,292
3,18982,453,Nam Hóa,18982
3,22801,584,Phước Đại,22801
3,24540,657,Ea Ning,24540
2,966,96,U Minh,966
3,18004,431,Hưng Trung,18004
3,20839,513,Bình Hải,20839
3,7228,213,Đa Mai,7228
3,14818,381,Ngọc Trạo,14818
3,2884,85,Nậm Đét,2884
3,26782,761,Tân Thới Hiệp,26782
3,361,9,Hạ Đình,361
2,72,8,Nà Hang,72
3,26539,747,11,26539
2,198,22,Bình Liêu,198
3,1312,42,Mông Ân,1312
3,23143,598,Tân Thuận,23143
3,17326,423,Nghĩa Hành,17326
3,226,6,Trung Tự,226
3,4759,141,Phúc An,4759
3,25327,694,Thanh An,25327
3,11677,313,An Thái,11677
3,23026,596,Phan Tiến,23026
3,21361,531,Long Hiệp,21361
3,28273,815,9,28273
3,16639,407,Tùng Lâm,16639
3,7570,219,Giáp Sơn,7570
3,13498,351,Thanh Hải,13498
3,6568,188,Như Khuê,6568
3,24712,664,Quảng Phú,24712
3,20947,516,Trà Cang,20947
3,28126,806,Long Cang,28126
3,21865,548,Cát Tài,21865
3,13216,344,Tân Hòa,13216
3,30592,892,An Hòa,30592
3,20671,519,Quế Lộc,20671
3,31840,954,Hiệp Thành,31840
3,22306,563,Hòa Quang Nam,22306
3,14725,377,Yên Thắng,14725
3,11005,297,Liên Hồng,11005
3,24678,663,Long Sơn,24678
3,25852,721,Tân Định,25852
3,29308,845,Cầu Kè,29308
3,21760,545,Mỹ Thọ,21760
3,2359,73,Tri Phú,2359
3,30469,889,Mỹ Đức,30469
3,26842,763,Tăng Nhơn Phú A,26842
3,10033,277,Phú Nghĩa,10033
3,8302,234,Xuân An,8302
3,2908,86,Tằng Loỏng,2908
3,24805,672,Xuân Thọ,24805
3,19639,469,Triệu Trạch,19639
3,22165,560,Củng Sơn,22165
2,328,33,Mỹ Hào,328
3,7042,204,Đồng Lâm,7042
3,11962,323,Minh Khai,11962
3,1672,51,Ngũ Lão,1672
3,30199,875,Định Yên,30199
3,11482,311,Kỳ Sơn,11482
3,11758,315,Đại Thắng,11758
3,24235,647,Krông Na,24235
3,21289,529,Di Lăng,21289
3,31816,954,3,31816
3,8338,234,Ngọc Đồng,8338
3,31405,934,Thạnh Hòa,31405
3,26899,764,Phường 11,26899
2,169,19,Đồng Hỷ,169
3,25393,695,Tân Tiến,25393
3,23017,596,Phan Điền,23017
3,577,18,Đa Tốn,577
3,18694,446,Cẩm Thành,18694
3,26113,732,Hàng Gòn,26113
3,4609,139,Làng Nhì,4609
3,28546,821,Dưỡng Điềm,28546
3,31102,911,Bãi Thơm,31102
3,17899,429,Nghi Diên,17899
3,31030,909,Đông Thạnh,31030
3,31362,932,Cái Tắc,31362
3,6190,183,Bảo Lâm,6190
3,1933,61,Đồng Phúc,1933
3,29539,851,Hiệp Thạnh,29539
3,23710,626,A Dơk,23710
3,10093,277,Hồng Phong,10093
3,11395,305,Đông Hải,11395
3,24229,646,Ea Bung,24229
3,15769,397,Bình Sơn,15769
3,2404,74,Bình Xa,2404
3,154,4,Cự Khối,154
3,4240,127,Mường Lèo,4240
3,27202,771,Phường 6,27202
3,21910,549,Đập Đá,21910
3,16033,400,Cầu Lộc,16033
3,29545,855,5,29545
3,20293,497,Hòa Bắc,20293
3,550,18,Lệ Chi,550
3,31375,933,Đông Phú,31375
3,30157,874,Tân Thạnh,30157
3,20699,510,Chơ Chun,20699
3,23644,625,Đăk Roong,23644
3,21739,545,Mỹ Châu,21739
3,11467,308,Bàng La,11467
3,31478,937,Long Trị A,31478
3,8959,249,Sơn Lôi,8959
3,11251,300,Đoàn Tùng,11251
3,27331,774,Phường 14,27331
3,19627,469,Triệu An,19627
3,31087,911,Gành Dầu,31087
2,957,95,Phước Long,957
3,25969,725,Bình Chuẩn,25969
3,27868,800,Tân Hiệp,27868
3,28291,815,Tân Mỹ Chánh,28291
3,19312,457,Sen Thủy,19312
3,20095,481,A Roằng,20095
3,20566,507,Điện Hồng,20566
3,7030,204,Trới,7030
3,25417,696,Đức Liễu,25417
3,11074,298,Tứ Kỳ,11074
3,11590,312,An Hoà,11590
3,1633,50,Hồng Đại,1633
3,2047,64,Yên Thượng,2047
3,3814,120,Chiềng Lao,3814
3,4588,139,Túc Đán,4588
3,16921,418,Xá Lượng,16921
3,5965,173,Dương Thành,5965
2,99,11,Tuần Giáo,99
3,25084,680,Lộc An,25084
3,13897,361,Nghĩa Đồng,13897
3,14446,372,Phú Lộc,14446
3,9328,260,Nội Duệ,9328
3,14938,386,Thành Sơn,14938
3,1897,61,Hà Hiệu,1897
3,12556,338,Quỳnh Bảo,12556
3,10345,280,Quang Lãng,10345
3,19,1,Điện Biên,19
3,29728,860,Hậu Lộc,29728
3,9739,272,Võng Xuyên,9739
3,23230,601,Tân Minh,23230
3,1060,32,Sán Xả Hồ,1060
3,27982,802,Đức Hòa Đông,27982
3,5017,153,Thượng Bì,5017
3,22357,568,Phước Hải,22357
2,660,67,Thị xã Gia Nghĩa,660
3,25609,708,Trí Bình,25609
3,12676,339,Độc Lập,12676
3,4003,123,Tà Lai,4003
3,26383,740,An Phước,26383
2,347,35,Phủ Lý,347
3,30544,891,Tri Tôn,30544
3,745,26,Phố Cáo,745
3,19588,467,Tà Rụt,19588
3,19060,458,Quảng Long,19060
3,4681,140,Phúc Sơn,4681
3,23359,610,Xốp,23359
3,1936,62,Nà Phặc,1936
3,2863,85,Hoàng Thu Phố,2863
3,22477,569,Cam Thịnh Tây,22477
3,682,20,Liên Ninh,682
4,9696969696,27139,Phạm Đình Toái,P6-15
3,1990,63,Lục Bình,1990
3,24412,652,M'Đrắk,24412
2,846,84,Tiểu Cần,846
3,2872,85,Tà Chải,2872
3,11404,305,Dư Hàng Kênh,11404
2,74,8,Hàm Yên,74
3,15085,389,Quang Trung,15085
3,29770,861,Cái Vồn,29770
3,24370,650,Ea Tân,24370
3,1723,51,Hồng Nam,1723
3,8050,230,Ca Đình,8050
3,9727,272,Xuân Phú,9727
3,1273,40,Hợp Giang,1273
3,25600,708,An Cơ,25600
3,11515,311,Hợp Thành,11515
3,31672,951,Đại Ân  2,31672
3,7768,222,Minh Đức,7768
3,16666,412,Hà Huy Tập,16666
3,20713,510,Cà Dy,20713
3,27184,771,Phường 1,27184
3,21496,535,Ba Động,21496
3,17974,430,Nam Lộc,17974
3,27505,783,Trung Lập Thượng,27505
3,5365,158,Bảo Hiệu,5365
3,30142,874,Phú Lợi,30142
3,25456,703,1,25456
3,2104,65,Cao Kỳ,2104
3,14350,369,Ninh Tiến,14350
3,4750,141,Cảm Ân,4750
3,21736,545,Mỹ Đức,21736
2,933,93,Châu Thành,933
3,25429,696,Phước Sơn,25429
3,18886,450,Lộc Ninh,18886
3,16120,401,Nga Bạch,16120
3,18703,446,Cẩm Huy,18703
3,7192,207,Cô Tô,7192
3,6055,180,Hùng Sơn,6055
3,9025,251,Yên Lạc,9025
3,5320,157,Định Cư,5320
3,10735,292,Hiệp An,10735
2,709,72,Hòa Thành,709
3,1507,47,Phong Châu,1507
3,18799,447,Kỳ Thượng,18799
3,15985,399,Hoằng Yến,15985
3,18784,447,Kỳ Văn,18784
3,3937,122,Suối Bau,3937
3,12073,327,Tân Lập,12073
3,27190,771,Phường 2,27190
3,4402,136,Phong Dụ Hạ,4402
3,20941,516,Trà Tập,20941
2,945,94,Cù Lao Dung,945
3,31987,960,An Trạch,31987
3,20809,513,Bình Đào,20809
3,32194,971,Hàm Rồng,32194
3,30178,875,Mỹ An Hưng B,30178
3,5764,171,Quân Chu,5764
3,25570,707,Chà Là,25570
3,5098,154,Bắc Phong,5098
3,3040,88,Tả Van,3040
3,21436,533,Đức Lân,21436
3,5725,170,Thần Xa,5725
3,13051,342,Nam Thịnh,13051
3,16090,400,Ngư Lộc,16090
3,23972,639,Ia Rong,23972
3,844,28,Lao Và Chải,844
2,331,33,Kim Động,331
3,6529,188,Lộc Bình,6529
3,10267,279,Minh Cường,10267
3,22930,593,Phú Trinh,22930
3,9499,264,An Thịnh,9499
3,20161,483,Khe Tre,20161
3,28144,806,Long Hựu Đông,28144
3,25433,697,Thành Tâm,25433
3,1343,43,Kim Cúc,1343
3,11236,299,Văn Giang,11236
3,18688,446,Cẩm Yên,18688
3,847,28,Mậu Duệ,847
3,18991,453,Phong Hóa,18991
3,17470,425,Diễn Minh,17470
3,18796,449,Kỳ Lợi,18796
3,28207,807,Tân Tập,28207
3,18241,440,Đức Tùng,18241
4,9696969696,27142,Cống Hộp Rạch Bùng Binh,P9-10
3,4333,135,Tô Mậu,4333
2,613,62,Kon Plông,613
2,513,49,Thăng Bình,513
3,17656,427,Nam Sơn,17656
3,30598,892,Vĩnh Hanh,30598
3,28549,821,Đông Hòa,28549
3,20929,515,Trà Giáp,20929
3,5197,155,Gia Mô,5197
3,8314,234,Hưng Long,8314
3,29584,857,Hòa Ninh,29584
3,24766,666,Nhân Đạo,24766
3,3133,94,Tân Thanh,3133
3,1558,48,Thanh Nhật,1558
3,28,1,Kim Mã,28
3,28750,825,Phú Đông,28750
